p1_0,p1_1,p1_2,p1_3,p2_0,p2_1,p2_2,p2_3,an_event
8703,17145,15054,27271,9907,9832,11336,19764,-1584008532
8513,18134,3326,285,16237,18101,17885,14690,-507408845
13439,16598,12749,23368,17683,31205,21500,22758,-2172444422
10280,5883,11242,15956,19904,3274,6434,9736,-84696329
8736,14860,18100,5425,1752,28196,9522,23318,-1405096089
26081,31805,13472,18609,15993,24011,20337,8084,-1541982508
5915,30854,5236,31070,14731,20274,24427,3516,-1551094071
21711,17575,10496,20257,20730,27401,31559,30093,-1944725640
135,1292,10977,17219,22848,28367,4631,19064,-825382697
19441,4140,26207,14390,23647,14466,24331,24248,-1173505778
18304,26402,25381,3651,14678,24584,15677,32644,-1794990789
29156,6412,11266,28376,29246,21990,28383,8556,298258675
21413,29819,31836,21550,5934,2044,18259,24922,-2104513885
28752,11938,10807,18783,17307,21163,30979,23165,-1049891214
30016,1567,29631,6651,17814,12923,15266,179,121808537
26807,330,22647,31604,3442,4074,17716,7096,-1069144688
18994,21537,72,17170,10036,15255,2967,26610,-1190113749
5856,4075,8030,22786,3468,16591,19900,6491,-710032089
19306,16165,23154,13857,16254,1872,28124,15917,-1176446033
6551,10585,23653,22756,31587,20610,2745,13773,-779171168
4657,18289,23648,7988,28648,7178,30677,3715,-1505988078
10039,20428,6328,31892,32286,15921,2993,46,-43066213
19121,23720,7631,27896,5330,19419,30253,22864,-2454812274
25756,5444,8807,572,13882,10399,31783,27928,10065021
3704,5951,24549,12937,17277,6368,20849,19744,-1482352495
4336,5172,15625,30209,25687,7036,26007,6127,-1032945485
2880,19884,3171,26827,27343,20594,21518,12007,-1442202480
1834,12452,15644,22931,26372,25678,30404,23739,-2582782584
10879,26547,1462,11100,3472,17074,123,20695,-1290805298
26782,28606,3520,2661,30557,16467,27729,19639,394907843
9103,7297,12723,21764,27570,4269,8371,26189,-913364828
11532,11019,2172,29673,6954,20580,22110,28075,-2055400787
23972,16661,30021,11518,15437,29810,28631,21419,-2465735345
11636,25514,26431,25618,2171,4422,6832,3209,-700715609
4629,13671,8634,10065,23072,5462,32634,22272,-947635651
2736,28910,13872,2624,32442,6363,2780,5012,-293867879
20951,10206,22914,16394,18419,23388,31340,27649,-2048439777
9706,8284,4969,12356,4513,3204,1669,12834,-299238413
9020,24046,8496,2557,31707,15046,16023,2541,-436907770
5604,12179,7467,6110,3806,13788,10110,18061,-664914323
7582,26977,4691,28556,29354,31570,15076,5968,-1740502796
20936,10060,27573,5309,4466,17405,21016,10780,-1436611955
6091,27106,29591,9033,6638,7096,7133,14724,-991993394
6910,9208,21391,7861,1952,4383,26659,14468,-1421779626
31276,25106,30223,15499,17528,27813,25579,4921,-1998867985
25599,23990,4413,8293,31738,22603,23673,13928,100459763
10874,30360,6840,15928,5712,6359,23495,8845,-865133319
8063,12206,32375,32337,19916,12461,21698,20883,-2738608479
12574,8651,10203,13487,29304,2819,11928,28716,-329836610
7108,26029,9714,31379,13193,27381,17831,20659,-2880814634
32684,12185,6169,29797,18969,1057,25901,24790,-582730186
9964,16971,25870,2046,29954,4879,21411,11675,-724266766
18469,15188,20185,12731,31066,8974,24663,24209,-737162019
18770,21043,27764,8930,15768,16095,13914,2220,-897747010
16917,32761,21057,18587,3973,19354,12599,21595,-2467075751
28039,24019,30025,29303,31877,22462,23290,16130,-1635344891
17002,8002,11229,24913,24976,19423,24054,5221,-261939718
32499,19390,5108,16276,5410,11452,7259,11335,-535613125
12913,24851,22913,17729,25975,3189,7292,15486,-370974062
20179,7424,16202,198,2283,2229,2340,9076,-20417171
13202,12308,9382,27950,22712,17935,23931,8559,-769333901
246,3317,20606,24779,9986,24502,21952,14242,-1768146360
29662,32077,7931,22700,27846,19026,14837,5739,-64573948
3509,19663,30177,7613,31824,24224,12231,256,-1471393925
12447,25989,17549,11865,20774,16856,20510,24091,-1650556869
25656,18845,15155,31296,2052,30955,12038,25431,-3018094026
17987,20987,8438,18153,6797,3281,24014,15735,-869796154
31721,2051,14621,26059,32388,596,13783,18154,703105887
31340,6209,2935,8280,25774,31136,28912,30463,554661005
18586,31851,23351,22543,2629,32351,13562,28336,-3874053757
16996,7533,16886,3557,10287,12684,15277,3257,-380543437
29637,22841,22394,27326,21186,6485,28566,25274,-1701181515
31052,22354,6597,4752,24846,13758,21681,26096,393832170
20585,16017,3906,9856,12655,6033,32524,24558,-410439438
11422,4283,26751,20060,31911,25985,23946,18761,-1527472851
16448,23376,13024,23168,30999,11595,14870,12534,-490509390
26307,3915,23079,30683,7472,11927,17644,18593,-1655680256
19169,29032,19907,31078,5355,19683,31291,22800,-3600585823
2746,17517,15744,5980,3729,18548,24448,13242,-1557560548
7829,4264,7325,17899,29713,5458,2891,27642,-613203957
11578,26743,14591,12301,12068,17887,4620,27588,-1490823104
30048,8931,2705,6289,6002,27378,15385,15474,-406244492
30269,24245,5643,28765,1729,30838,32526,5974,-2101463131
8680,21513,11217,21243,20893,6033,14609,21571,-1141091585
21353,371,4670,4150,19221,31774,23328,31151,320812832
29109,8498,15544,18623,18716,16385,5885,5761,413561871
2045,26981,29584,16725,27320,13070,13542,7939,-1660410032
6554,3697,31857,20100,7261,21831,17129,19393,-1937222882
5428,16756,21742,12335,2984,11873,9512,6099,-929594117
19216,20354,29492,4280,11184,24210,8367,13898,-1168255361
29041,16494,31864,745,18280,283,8267,6557,515741013
30706,31772,5607,6288,31060,29322,18499,19888,-413345032
4146,11248,770,32704,15380,12588,2863,809,-212992194
2051,32729,882,10379,20505,4563,2854,25792,-755033599
12836,600,24488,3269,25932,30556,25403,17656,-730552304
859,24142,12301,18712,14281,31339,28993,7949,-2499425022
2270,8393,10654,9510,4958,29627,25127,31911,-1617204574
25665,20811,24348,15563,6124,410,16530,3990,-631902841
14668,7825,4248,29088,16072,25994,339,126,54430508
18897,2540,9168,11438,3604,13564,14255,19504,-640285796
23166,22618,23740,8938,3332,6793,30033,13082,-1812783412
3524,2870,2020,4803,12746,19943,29009,31582,-445247407
31721,25400,32659,18740,17574,23367,27059,28890,-2922364430
2132,25362,22067,23571,27848,3366,16035,14658,-1450740423
9723,410,26783,2732,15115,11521,8042,22834,-271102618
11067,6844,29783,26214,28689,21592,30351,30927,-3089897295
6964,23422,975,17634,5408,32187,7629,22642,-2245873281
11924,5207,16733,10511,9787,17632,15606,24844,-994797536
9551,4768,21802,20172,22624,11920,574,8103,-33480432
18109,32668,7810,32012,30806,14152,23641,7313,-646410459
10394,4193,13276,30659,10013,10082,25442,13110,-1355864865
11030,29395,29411,25817,17333,10005,198,1559,-298017802
19733,28652,4733,21190,11674,26428,13324,21023,-2070820357
32259,20804,5003,7796,11509,18350,27021,18528,-580257814
23385,9375,15753,20435,28037,16378,18248,17014,-266106495
7502,16644,1822,2565,21255,20059,20861,28314,-570111978
7444,13313,3117,14537,32582,22176,47,6040,-281299948
5185,11298,13194,7473,9266,25367,16984,21749,-1250365404
7525,12543,20024,26510,18188,1373,6501,20450,-1105331142
2228,17779,28944,8263,21584,13591,4122,31718,-1149886529
30191,22505,21927,22235,5236,4869,27875,6706,-1423677292
486,16708,15288,25886,20223,24261,18356,25416,-2668160236
19905,1025,24185,22405,30409,19488,11641,26719,-589772813
24322,23969,27492,5356,15261,12360,30200,14529,-1666359133
18471,32408,30396,15442,23416,26395,18931,22442,-2689777101
23240,1565,20909,7349,9924,30145,6093,5995,23976066
30494,18959,5815,13334,13679,5273,21341,24268,-261081105
12661,31286,29082,27386,6576,28517,19612,29217,-4358873181
25259,19067,16164,6714,5561,29153,3134,25987,-1281066371
7744,26930,27190,12586,12560,16494,17240,26895,-2308384415
22125,11923,19053,1103,19031,21564,30652,31973,-910670418
17032,8909,24487,1474,24860,32519,31074,1952,-1260204807
25292,28922,2686,26981,524,31537,23862,13404,-2649246656
20417,22354,27517,32540,2941,16078,19201,25655,-3325068015
26262,25568,22428,4494,6202,12066,24184,18501,-1542363329
27487,26950,15326,9873,27463,4342,523,15732,949016466
11995,27975,15204,6596,16712,32705,2467,8571,-1617039609
6131,1758,158,23393,15534,30016,22965,5864,-196689311
21870,31147,20237,27617,17683,13243,30168,2999,-1438175734
4710,7627,18602,2716,7985,1864,22242,1963,-791407689
26968,28643,5346,3192,26353,739,6702,32484,1099997499
19307,8100,21970,5038,13954,10845,2674,14317,101363779
3543,11952,31892,13236,26958,22837,7672,15092,-1243771280
2246,28781,10249,29171,6828,19018,29202,7880,-2122384229
27146,18409,22125,3038,996,30339,27907,31771,-2490926311
28107,199,8868,14652,14841,22652,17718,4757,371566684
19279,29250,11824,14637,25420,5371,4637,13647,156750207
26764,1060,5085,26606,26343,24865,12875,22059,52600243
23474,7517,7798,15263,2901,828,30832,23773,-1082839306
3470,13735,6418,27929,14537,3131,17899,1487,-297983618
18324,6174,19723,4448,14836,5358,23767,17385,-614634731
6398,1747,11477,835,22594,27070,11620,14875,-97059080
7783,7490,11963,3317,11341,23064,13726,8369,-552926857
26389,15625,15454,20907,7558,21528,27608,3909,-1290638700
11888,17713,3897,4155,15898,15296,255,19024,-324012182
14547,8494,24176,18424,27441,14080,5090,9585,-40149965
20204,17886,28089,11319,4432,30124,30003,7571,-2755430596
24452,18659,1324,20728,28695,30634,32472,5989,-74210421
11959,26423,30749,28126,323,20813,24225,26764,-4087525620
10974,10906,9694,1223,14201,14135,4083,10707,-101997971
17447,577,6213,1545,14815,8965,24040,17223,154645115
26852,6445,24936,28216,8748,3077,31336,18854,-2196657930
27656,6895,4906,15333,29800,28253,18295,1454,1034542958
4979,2323,19096,18009,31553,31206,32393,14382,-1585965851
12482,5281,20157,13523,7989,28915,4156,10358,-553696817
142,8901,32378,12897,19508,5667,255,14643,-489611811
8491,12111,27781,23755,18622,11985,5897,4640,-522198750
20912,17161,4980,22976,31681,8884,15452,6059,587732443
15339,14498,5574,31448,21812,24466,17573,15762,-1227595490
23527,7670,19950,8728,2287,27589,21874,5773,-1289167974
27508,10222,32723,3137,9199,3310,29543,27326,-1666522244
2650,23588,22380,2630,267,29321,16505,22949,-2241338064
28187,5691,1499,19227,12422,21165,14678,28330,-674056503
11359,21341,4021,27800,7540,6650,28284,19115,-1402810982
30279,842,19604,31488,1227,17169,4194,17612,-1228201803
29252,4392,6665,27488,2159,15747,26773,24074,-1692393380
26112,30249,3608,31274,142,13042,7591,15402,-1799770772
13124,8395,21082,22974,25511,28671,28813,27492,-2289859420
29259,25232,22047,25642,8765,23768,21277,13086,-2295825420
14229,21613,31221,29548,16643,23771,18465,4907,-1996919497
761,6441,23569,17059,30861,31390,6208,5872,-850373803
9380,5031,21779,16400,10636,24966,29239,15328,-1828036515
24569,9448,7982,12828,19451,25893,19287,5408,19812914
29953,15093,5936,32484,6409,24659,24235,20933,-2008152132
24361,23681,4135,13700,7528,11464,8598,32626,-1141275081
11169,13222,16715,18655,4709,30366,5489,29801,-1993187468
13463,7833,20932,2910,32348,1590,4291,10207,607000980
1329,11118,25408,11607,4200,9027,18373,27408,-1759485244
14345,31435,11241,10963,21655,25200,30588,9280,-1854238189
22948,16408,30645,9452,1635,4377,5242,8986,-559776589
17229,1759,21641,26111,27592,15419,8356,27581,-905515612
3513,9861,9176,30214,4179,20912,20681,9289,-1323964403
30569,4580,13533,26378,31142,16314,24831,27119,-348276338
20763,13085,14580,9823,26334,13695,25156,17899,-350106805
16215,9426,757,28886,2798,18281,14535,22191,-1557954969
14607,1525,17482,6667,13079,13564,16556,30417,-643762505
30464,1819,13088,14123,30930,20980,17889,1419,1299777518
25139,17090,22559,30712,6773,5534,30419,28325,-2960908459
18452,14180,2596,7099,24393,14875,15386,7265,295265600
4770,8529,11501,268,18041,24990,8056,31434,-456345689
10452,9554,7612,21814,205,8823,12232,12329,-888447533
10027,28670,8686,8961,10290,31858,22914,9773,-2193626193
20127,9982,25807,24093,12825,4877,32644,19237,-2192975100
28288,12891,3502,6824,30751,26194,15513,14901,752387164
28227,19779,12799,2067,26996,10477,28199,4783,367949563
15234,20047,19484,16363,20128,15388,3013,9015,-416166758
16781,16030,3360,7179,25781,15420,30825,7002,63174548
19530,8500,11339,28924,12054,4410,15259,15279,-834072595
29534,2772,31461,19508,15253,27223,7019,3969,153497673
8422,24040,3248,18775,16847,1722,8641,5955,-78808724
32712,23453,13879,25195,18090,6695,31825,8626,-448607051
23454,9595,12891,2617,7823,27592,806,27627,-327934821
20774,4026,16009,10086,13011,16253,19626,15719,-535807208
23261,15138,27037,1570,7705,20493,13120,4416,-985342498
3859,32525,1075,18170,17160,26626,28043,11604,-2081600896
21,9536,24067,3353,14652,27487,13120,28793,-1348255281
7878,9625,1677,11867,11925,25174,32146,20840,-899173060
24078,18606,5574,5510,4724,2762,24373,5030,-202458805
29402,23798,5754,5218,24294,14435,25313,1807,431364137
9256,9169,590,18840,31404,8567,2884,12173,-37884603
10843,32609,13284,32098,29043,18629,28163,19822,-2605861291
27211,8300,244,4563,32432,21796,32194,4040,1350574676
1261,3730,20043,30004,3334,10297,23660,9485,-1586054116
11386,11698,9738,2483,8983,2384,5588,26342,-90896212
24239,7108,21700,10101,10775,23528,1145,4331,50648525
13316,20859,24762,19682,7980,5426,25956,7660,-1600859725
6611,19861,5667,5732,11438,6391,14276,27992,-585384410
3274,31462,12819,29755,7578,2415,7642,2083,-422238194
27701,9392,6400,26380,9756,23805,15464,23824,-1361565892
29710,19844,27482,11846,18818,25393,17118,3005,-901757486
9230,30760,2530,6347,20842,11471,7427,6017,-434963476
25014,11959,14644,3074,28899,4332,2691,2156,1250019779
17652,22046,10745,5706,278,4033,11213,9822,-521076999
10099,17045,25784,21123,24441,20833,2857,6541,-640227283
1984,16953,11096,14339,27004,4714,5402,23254,-839476120
28084,22330,167,12476,28307,3813,5843,20832,897894414
14669,5482,25939,5878,25956,15107,17882,19759,-564151854
1358,27065,4035,1598,30296,16198,30596,7853,-1066555813
5958,6648,7768,11053,25595,29421,29449,27966,-1161946854
22783,28594,3540,25039,551,28794,3737,1708,-1733610308
32591,23502,20348,19374,10434,13223,2900,7958,-367812044
24091,1549,1339,17709,8281,5368,21700,26261,-605867556
7799,16903,27798,23095,14841,8795,2895,31848,-1697898530
10297,26813,32492,6148,6507,28156,27007,32750,-3533640316
14668,7164,24053,19658,26989,10834,25377,13161,-1101722226
26820,1622,13770,1986,22789,29816,1170,12346,1044388351
26914,7229,10108,24739,6435,12672,30474,7464,-822224791
5254,32474,14804,9548,3918,21785,7649,32235,-2215798357
5111,29604,31275,13276,8727,13975,19333,29702,-2736172731
8838,26708,11499,21233,152,2230,9116,7697,-652968781
18006,32695,26029,14605,25929,3149,11635,8935,-138896325
103,1589,16495,9591,11703,18351,17565,19607,-1011530020
4738,29570,21615,2131,3087,27329,25329,9417,-2722116732
30410,20906,25448,8270,15485,24446,17002,5018,-1028708675
2532,22566,23543,7798,434,24879,27255,6400,-2503794399
6426,15237,13274,31259,10635,1419,14367,22736,-1709433093
3022,25838,32184,1857,8204,16818,1763,8563,-964809277
3642,19454,7207,15370,2831,7775,6046,10072,-678684733
32188,2269,21596,363,11049,25265,16789,1301,-129468772
15233,17866,20604,22296,3233,30822,6849,709,-1316743300
24657,27080,22485,24843,26858,26043,31718,5291,-1775301875
5316,23054,17577,2004,19900,13295,11093,29177,-908346776
32208,7377,2971,29804,15868,10742,29731,30256,-1116509181
32049,16078,19833,10095,21197,15251,20153,2305,22324523
2674,14475,13020,26169,2604,14315,16491,14649,-1596661757
9319,6821,4075,28881,18992,4317,29421,9659,-502644307
5574,21970,28652,25083,10140,28585,25617,21538,-3691466813
25640,591,31594,31061,20183,20937,3801,1661,666842712
29477,31050,27140,4523,17549,12550,29903,5870,-1421041304
16369,19593,17647,18144,10497,31001,4115,55,-1018430481
25705,4530,28088,4001,13495,28464,13504,2398,-341927757
26494,11812,11420,28864,10284,8187,32412,17298,-1387358371
4326,26899,24207,12651,23170,19465,5487,30673,-1888482476
3912,13089,16982,30886,11611,12404,8777,26202,-2150543963
27610,32717,10161,18598,10999,14318,28397,16334,-1514213570
2913,31039,7567,28077,18961,9695,17089,18314,-1778436723
14221,22534,7734,10795,29807,4552,6705,6254,403834304
11671,26132,91,24235,13289,2855,20877,23466,-980237036
4503,15961,995,19674,32070,11534,17902,9869,-503354244
5549,9844,2793,19535,30985,11483,18001,32243,-1242551709
12478,31381,17205,3103,3971,4161,19948,28530,-1025537221
10150,31359,15421,22614,10020,31254,1881,12368,-2374218031
7133,30250,15246,5946,15720,863,11164,18063,-383205857
15907,19835,8228,2582,12196,19282,21262,11475,-786087623
21251,12765,15511,14667,9631,11523,22470,23051,-1258115545
14202,28419,23071,9185,24907,32382,30082,16018,-2815394326
24460,1572,25608,31746,8854,28537,19263,13623,-1508139269
29482,1650,25451,28980,10146,29241,1391,4541,167709298
30056,13899,27109,27644,26894,5461,14030,23766,-609828299
17196,10951,17453,9558,17485,26234,20674,15023,-982079932
16841,30887,6198,13977,8518,23387,28925,17529,-2006391432
17289,31672,4682,20587,32384,10180,20016,7569,-24177833
24349,7260,26494,23621,21094,25377,5867,23395,-757408449
14465,4744,24841,17698,20701,26455,12513,607,-295286254
23226,15164,15322,21559,39,14876,7695,8624,-1057008033
17675,24125,21572,10530,12746,576,31601,29999,-1572435406
19733,6518,6683,5709,12221,9155,14525,2384,141569408
12693,8279,28438,12834,24578,17628,19349,6515,-935717992
26511,27929,15748,27790,20358,5171,15470,9869,-245222150
6210,23987,31637,15308,25688,27190,3447,12362,-1581963169
7314,25660,6641,9970,23434,19978,32767,7573,-1268744357
6358,20539,27406,7925,14610,10344,3854,14802,-685013020
18586,25089,31524,9578,24737,25961,11274,24129,-1556226784
24852,11033,18665,5943,4854,19965,8332,12229,-655698065
12664,20158,31914,5454,13774,5385,28345,3320,-1713675720
1778,31723,13086,18384,3975,9202,6074,27151,-1726975145
2691,12425,3909,23177,1381,4621,22944,508,-310372178
13408,31815,9484,6919,6272,20587,18914,6922,-1596345205
27118,11673,32401,6587,17058,11556,29230,16258,-1452991995
11497,19792,2308,5671,17022,17459,11207,9296,-456894822
5073,22332,8792,7298,3331,22044,5427,30763,-1495267256
16432,16051,5825,8507,25920,19218,29771,13583,-343081787
24355,11707,29388,14475,25048,26877,32189,20124,-1883769867
12281,9313,31255,19906,15195,19766,28330,24920,-2758011770
27346,14750,30597,25883,31435,7673,24992,27443,-1457130167
22512,5909,2462,1440,13602,27458,12936,20224,165947325
16890,18749,4161,26632,23706,13303,31823,28054,-1457207834
22841,752,2510,14046,15137,139,29340,27520,-229133845
9161,6068,23564,4703,22282,20482,9768,14027,-432636369
522,8904,8292,3462,1077,23775,26871,13182,-959165889
26064,15704,15120,19069,23009,5321,9216,26730,-265841861
1127,20631,25008,23786,14568,4330,5783,26039,-1673848434
25124,11095,25051,4550,22230,16650,25621,29841,-807683472
3293,9437,11449,22682,9436,8414,31338,24618,-1931040155
3220,17569,31867,22191,9889,7673,11635,4024,-1126098826
19114,17670,9685,10093,13256,22911,15809,5012,-710337844
4953,23814,10785,650,17436,9668,3540,26373,-398418323
11546,28398,19167,24533,25103,30121,29795,10915,-2808831826
17472,10725,21472,5544,4196,11096,17717,16454,-1034692140
21855,11175,1984,26644,14577,21397,13767,27546,-1363579041
27917,13722,18438,7508,14940,28827,18800,5449,-732068613
4472,1484,29555,21320,6664,8140,17802,9934,-1440458387
10287,31328,20182,3367,1086,756,16069,5397,-709993124
4674,16702,15295,599,28771,28476,4305,13255,-829873163
9375,28525,12250,9869,5033,16695,14224,12779,-1458839724
47,7764,27873,31096,32454,30380,24115,23139,-3252071608
5159,5914,9127,1359,30439,28527,10277,5272,-225292634
6409,24919,13617,6487,13313,25281,25539,5665,-1858365882
15937,15518,21472,4084,14985,13636,15135,18706,-748379581
18147,24502,7570,11588,23185,24842,1920,14408,-738881436
15734,30033,29696,17696,21202,12007,8536,2037,-633147205
27880,22834,2232,27734,16168,1107,10624,2487,665570888
30360,23071,25673,8676,30792,17258,16614,14602,-33108756
25380,12920,6851,31640,25657,29236,5093,571,440959618
32336,2267,32125,15655,3081,17637,27282,5828,-1816082423
31137,6894,6343,28708,14813,24673,4306,24617,-885775741
4548,20287,10128,16866,20958,10540,4843,1176,-374827434
23920,9492,1769,15107,23666,25013,28126,12872,168867273
6768,19990,21619,3127,13961,21912,17311,11765,-1509143543
5277,14637,28795,10251,23044,10127,1997,27561,-733349007
29951,15147,13851,17371,29496,27740,19870,28506,-614311022
11480,12785,12205,24284,16569,30822,21909,15370,-1689031684
8802,26515,22578,20541,21852,4777,29957,31345,-2509133807
2756,29059,9654,2818,20564,7001,32,13153,-368335817
23022,29203,18416,21668,25265,31427,2539,15236,-1426032738
132,24522,26445,6853,28740,32090,12029,9634,-2334502573
19703,15022,22901,20993,24420,2821,11790,18569,-442148719
25972,21532,16271,23740,28148,885,19542,22404,-275720734
8991,7709,7521,7131,19880,14224,32065,11727,-511421876
30014,30224,822,32527,28689,10636,15557,19510,-215604015
209,17798,31168,1210,770,27907,28885,28946,-2863723457
20012,10435,7984,17182,19493,1926,26134,27448,-620571688
6082,11419,27312,13634,497,15835,23313,1724,-1676104358
13101,4163,5797,20776,20690,18624,4654,15955,-329903848
11983,31307,552,8995,15705,8568,20262,31178,-743393226
15485,15463,3217,8170,7100,16225,31832,15709,-743410573
19033,32162,28202,13781,25162,18538,15595,760,-1135221989
16546,26911,17459,11550,7647,12225,12198,3572,-913383072
18875,2047,10538,21214,6519,11638,26032,24332,-1382579751
28003,18710,25732,8388,6493,27259,1145,15525,-975802573
28984,3484,19970,8705,16180,31089,32093,32682,-1129515785
7314,12788,4697,20545,12658,6656,19313,23324,-1124925127
26052,8030,3011,24256,10968,31912,12892,10293,-518031422
20491,27656,20718,12119,3334,11633,10400,976,-961421403
25428,25288,3940,1498,18099,27383,24256,8586,-681365030
15271,16976,14219,190,26828,7141,26342,32455,-184564744
21766,10185,23899,2109,14545,15671,19551,9539,-660817575
3984,29001,30647,13527,17923,20847,5953,17520,-1905259760
25960,19987,4411,14474,8591,1754,26181,3443,45273307
2288,2518,14935,17443,9366,20708,2755,32297,-1270464410
7937,20577,31058,23856,30467,29534,13431,7124,-1906028082
28744,7233,7918,31427,26839,8096,20685,11501,375347117
28844,20287,7377,21949,5743,19869,3904,16120,-1240155637
971,18472,25991,32079,16669,28502,7340,12858,-2227119630
2935,30031,6121,11123,32340,7121,22854,11845,-781170074
6413,18303,3847,6000,4357,27719,15221,12388,-1224613442
29847,29135,7655,7456,29632,18299,22846,6224,259953732
13648,29994,28889,4678,16996,12917,5936,7806,-726985296
10981,13584,25860,387,20521,20032,5320,4674,-372353227
3164,18958,20168,27548,11306,30507,28626,22433,-3475836728
4603,2614,11765,31033,16338,14662,21188,4185,-684582810
12151,25263,9945,25995,13646,1898,20587,6215,-496901496
800,11296,8654,25496,140,18036,17276,4690,-945444892
14441,14089,21173,28448,25969,18684,3107,27777,-1488443228
29271,25711,22539,10173,4891,17842,32141,24221,-2572852005
27659,15623,12604,15050,2789,4741,23677,5547,-757714104
487,227,28225,11299,9073,5170,7093,24495,-947494625
31454,266,28666,9767,10061,15744,25052,26986,-1338901766
26088,13661,8606,28008,349,31587,20516,17906,-2200990383
19023,19203,11655,9760,16147,22728,25063,4972,-939843015
21295,26384,10375,13817,1177,10182,31722,8402,-1377609126
16793,3767,28992,29049,20487,27719,26510,37,-1060107884
1945,13274,11581,11729,19216,24638,29284,11141,-1519003854
9419,4646,20302,11022,22128,22686,30268,4962,-1132383947
13347,29963,30778,31851,22295,10275,23579,6918,-1912748446
12803,19688,21656,32372,32305,14728,7565,15672,-1095099029
10099,12901,29763,17648,42,8092,20227,6032,-1624907242
26602,31709,25022,22360,22159,25042,26208,15308,-2405331356
2156,19624,11783,9108,11980,21042,29615,287,-1477356187
10221,16548,18658,13695,13396,4249,24198,25284,-1462298369
13573,5380,23049,26202,2785,18889,29463,10494,-2035770583
23480,6722,10578,27231,8203,26697,23926,1018,-535328859
30197,5755,30822,30424,18446,30724,4465,24849,-1026902384
20086,8881,31197,17102,15596,24491,4973,31663,-1201798665
7975,3391,6866,26110,6000,23312,17428,4547,-539202145
8514,5769,15889,26385,15153,25890,8589,5117,-583714968
9531,24229,19779,21707,32715,18736,13598,11800,-1334527505
25428,31757,7686,26245,13603,6393,7779,2959,10811482
29769,10812,4737,10464,3133,23179,7666,22759,-863649041
17510,958,17315,4690,23159,9138,19446,31382,-174282668
273,31791,6018,441,20220,19827,21446,11525,-1517949019
27675,16662,19580,15114,15248,19340,22434,31062,-1618014373
20977,11041,9967,14590,18450,20755,15889,3672,-108177335
7009,10078,26826,10028,20340,8530,30298,24554,-2004855849
2508,26991,29173,31968,25844,9053,28509,16182,-3057098140
16867,26799,27019,18539,26368,23265,14577,11273,-1563164349
25537,9604,19750,25938,5145,8425,4621,788,-122497368
30775,28370,18673,30142,5045,3665,5554,7058,-530352772
10533,19488,624,11258,5933,28188,12623,17573,-1385120988
17200,12731,22007,32438,11630,12818,4321,24825,-1727082592
4283,13844,18924,10977,277,22565,8154,10110,-1153017280
3181,24722,30940,14842,27979,5967,2298,10132,-560022065
17475,14901,5251,3363,19742,23371,27806,30882,-506277759
11813,27307,9643,13497,8398,18537,27826,9165,-1598052914
22749,27421,5896,17067,24037,26921,200,5525,-573749622
23738,13438,28109,13328,32252,6359,26266,1577,-158381017
3476,3843,26466,12489,29864,4752,29903,25925,-2059342000
26129,29497,31539,32215,18706,2099,9904,8136,-295253101
1228,15913,15266,24461,18403,17203,25017,15912,-2044618499
24299,12300,2265,807,21892,29254,2979,29821,282584617
24811,7857,6695,8471,4792,22070,5799,18661,-502847276
29608,10842,20948,12919,733,12745,2372,12215,-647966284
7557,31492,15688,9266,26221,20347,1797,24193,-1390020131
5717,32650,5803,20480,13309,24321,7497,3891,-1682416790
1531,13987,29350,10988,15775,11740,31590,14098,-2444313363
493,17346,8151,3222,28729,3126,32339,8301,-660831935
28094,24749,32161,23492,31582,21514,27123,22922,-2111962473
8080,3302,20369,11889,8566,20996,21591,25477,-1485644190
24810,19155,5464,6367,11721,7196,17352,21532,-157913789
19529,15751,26164,29835,14776,16770,7790,6203,-728993532
31898,19557,6066,19858,1062,9487,28208,2767,-755482015
25680,657,22203,506,26052,28801,31265,30678,-119232474
6386,477,26788,26271,5965,29381,12038,10722,-1160179044
4247,17219,15067,31215,24746,10367,5621,15194,-1264801404
22678,26522,25344,5037,9826,29478,24620,9902,-2465679395
3968,2230,13451,21211,17239,13252,30657,19875,-1590211093
23608,1591,4227,3297,22057,17784,29196,10993,665506411
32336,4351,29857,9664,6800,20023,12833,21135,-909307223
11106,24462,5395,5165,21237,30300,15325,16445,-1345969117
9773,3244,19646,32645,32045,30536,21979,25314,-2088138244
11781,18049,14592,926,19566,28124,7711,10267,-798285714
15194,22167,6878,32592,9304,4176,31306,582,-371012871
15023,14425,3402,30107,10295,51,11459,7399,-215675649
31430,30915,10008,10735,31971,21057,16344,4226,289865326
28481,25815,5400,21847,27788,32689,16113,16644,-1006183621
20214,4281,28306,9765,18412,23903,11635,24864,-604599802
10431,20411,30511,27844,20953,7326,16219,15634,-1722334721
6349,12334,31995,7228,1753,17497,77,29843,-845726422
105,25005,18073,3122,770,22853,17311,5458,-1802534335
21918,5832,26758,22351,26707,15311,17050,5840,-181400819
3372,27014,16654,10335,27947,11136,13871,17804,-1243222577
13234,19129,27040,9784,19381,27481,14697,32315,-1965586029
6853,31259,4834,12202,28907,4958,13525,464,-55894224
30784,14850,18991,7287,26877,21034,9794,15419,433326588
29289,2532,18762,11655,4920,8060,20871,14902,-883175727
10763,18086,28206,9189,22442,10295,1070,7277,-83436932
9889,3932,8960,16454,23173,2498,2181,12928,-25893171
31778,17231,26637,1463,5090,16577,31876,4700,-1959727712
23244,10474,11798,24580,21908,13683,21659,7819,-163646603
